ID,AVG,MAX,MIN
alaijyygdv,0.5355753620465596,0.5615420937538147,0.4982488751411438
alninxcyhg,0.5170820385217667,0.5632948875427246,0.4558401107788086
altziddtxi,0.5370556816458703,0.6241757869720459,0.45468124747276306
alvgwypubw,0.5236740385492643,0.5747604370117188,0.4241630434989929
amaivqofda,0.48160864114761354,0.5146967172622681,0.4559376835823059
amowujxmzc,0.5078983202576637,0.547136664390564,0.472212016582489
andaxzscny,0.48325281838576,0.5164787173271179,0.44903549551963806
aneclqfpbt,0.5368864019711812,0.5940371155738831,0.5052170753479004
anpuvshzoo,0.5547642081975936,0.6010125875473022,0.5076608061790466
aorjvbyxhw,0.5616832276185354,0.6004371643066406,0.5183640122413635
apatcsqejh,0.5555358568827311,0.5849201679229736,0.5077932476997375
apgjqzkoma,0.5094333385427793,0.5489600896835327,0.4638139307498932
apogckdfrz,0.5252075091004371,0.5639865398406982,0.491244375705719
aqpnvjhuzw,0.4976977691054344,0.5435737371444702,0.44250375032424927
arkroixhey,0.5306031341354053,0.5676049590110779,0.48545077443122864
arlmiizoob,0.540121287604173,0.6158342957496643,0.4132431149482727
arrhsnjqku,0.5160167867938678,0.5481756925582886,0.4655771851539612
asaxgevnnp,0.4676345025499662,0.5250940918922424,0.41908591985702515
asdpeebotb,0.5386784096558889,0.5682762861251831,0.5028766393661499
aslsvlvpth,0.5329163829485576,0.5611017346382141,0.5061337351799011
asmpfjfzif,0.5520461216568947,0.5963557958602905,0.49804046750068665
asvcrfdpnq,0.5567455798387527,0.6670854687690735,0.4602569341659546
atkdltyyen,0.5664016644159953,0.5919198989868164,0.5440187454223633
atvmxvwyns,0.4864872674147288,0.5271540284156799,0.4301874041557312
atxvxouljq,0.5320676883061727,0.5996347665786743,0.4529251456260681
atyntldecu,0.5514757633209229,0.6508833169937134,0.4604969024658203
atzdznmder,0.5625701506932577,0.6343089938163757,0.5047341585159302
aufmsmnoye,0.4929683064421018,0.5473476648330688,0.43870729207992554
augtsuxpzc,0.5390291179219882,0.6135318279266357,0.43703076243400574
avfitoutyn,0.5373343452811241,0.6356372237205505,0.42451250553131104
avgiuextiz,0.5545102856375954,0.5831800699234009,0.5339795351028442
avibnnhwhp,0.5924465556939443,0.6269083023071289,0.5321525931358337
avmjormvsx,0.5992434561252594,0.6279759407043457,0.5801389813423157
avnqydkqjj,0.502221372226874,0.565823495388031,0.45649921894073486
avssvvsdhz,0.5753373314936956,0.6036627292633057,0.5463057160377502
avtycwsgyb,0.5427315940459569,0.5770453214645386,0.5173779726028442
avvdgsennp,0.48536890546480815,0.5259249210357666,0.4492965638637543
avywawptfc,0.5502964069445928,0.594783365726471,0.5122748613357544
awhmfnnjih,0.47495732988630024,0.48377788066864014,0.4628475308418274
awnwkrqibf,0.5391711860895156,0.5853592753410339,0.49820590019226074
awukslzjra,0.5364604552586874,0.5627256035804749,0.5006878972053528
axczxisdtb,0.52749253064394,0.6141949892044067,0.41218864917755127
axntxmycwd,0.47501853803793587,0.5222502946853638,0.4359283745288849
axoygtekut,0.5551990280548732,0.5826945900917053,0.5132442116737366
axwgcsyphv,0.48158576488494875,0.4923713803291321,0.46971261501312256
axwovszumc,0.45458299815654757,0.5110911726951599,0.38716253638267517
aybgughjxh,0.5812239209810893,0.6164474487304688,0.5508717894554138
aybumesmpk,0.4677770788470904,0.5079808831214905,0.42611679434776306
ayqvfdhslr,0.5493944277366002,0.5924003720283508,0.5077860355377197
aytzyidmgs,0.5278796176115672,0.552075207233429,0.49772709608078003
azpuxunqyo,0.5660540569912303,0.5847402215003967,0.5540396571159363
azsmewqghg,0.5215399791797002,0.5657274723052979,0.4876996576786041
bahdpoesir,0.5425048371156057,0.6448554992675781,0.45592474937438965
bbhpvrmbse,0.5310988654692967,0.5896355509757996,0.4972597658634186
bbhtdfuqxq,0.4980870579679807,0.5479981899261475,0.4547153413295746
bbvgxeczei,0.4903444970647494,0.5256719589233398,0.44975462555885315
bchnbulevv,0.47321081459522246,0.523983895778656,0.43099352717399597
bctvsmddgq,0.574377957979838,0.6434531211853027,0.5133852362632751
bdbhekrrwo,0.5276928059756756,0.5666565299034119,0.5038844347000122
bddjdhzfze,0.0,0.0,0.0
bdgipnyobr,0.5659104605515798,0.6190845370292664,0.5025676488876343
bdnaqemxmr,0.5707591583331426,0.6423487663269043,0.5005755424499512
bdxuhamuqx,0.560566571354866,0.5844960808753967,0.5296170711517334
beboztfcme,0.5278242856264115,0.5443176031112671,0.5060868859291077
bejhvclboh,0.48467637300491334,0.5151301026344299,0.438223659992218
benmsfzfaz,0.5564613992969195,0.6181004643440247,0.49226072430610657
beyebyhrph,0.5709987878799438,0.6716187000274658,0.5117105841636658
bffwsjxghk,0.5780106355746587,0.6079165935516357,0.5281714797019958
bgaogsjehq,0.5593368659416834,0.6124671101570129,0.5074906349182129
bggsurpgpr,0.5496784975131352,0.5956369042396545,0.4994628429412842
bghphrsfxf,0.49670745929082233,0.5645884871482849,0.4316837191581726
bgmlwsoamc,0.45976768086353936,0.5134385228157043,0.40202081203460693
bguwlyazau,0.6198103954394658,0.629379153251648,0.6101489663124084
bgvhtpzknn,0.46455013354619346,0.5428833961486816,0.3607665002346039
bgwmmujlmc,0.5562355657418568,0.625159502029419,0.5133464336395264
bhaaboftbc,0.5218196039398512,0.5716607570648193,0.4628358781337738
bhbdugnurr,0.5220359022418658,0.5693956017494202,0.42373383045196533
bhpwpydzpo,0.496522943675518,0.5547879338264465,0.4596983790397644
bhsluedavd,0.6123802592356999,0.644795835018158,0.5640496611595154
bilnggbxgu,0.484334596991539,0.5367532968521118,0.4208886921405792
bjjbwsqjir,0.5936051746209462,0.6322465538978577,0.5576021671295166
bjkmjilrxp,0.49949472496906916,0.5424807667732239,0.45324867963790894
bjsmaqefoi,0.5643955320119858,0.5831882357597351,0.5226050615310669
bkmdzhfzfh,0.5317716439565022,0.6074642539024353,0.48777198791503906
bkvetcojbt,0.5744193524122239,0.6521127820014954,0.5085954666137695
bkwxhglwct,0.0,0.0,0.0
blpchvmhxx,0.6201587637265523,0.6436311602592468,0.5810108780860901
blzydqdfem,0.500483471651872,0.5370643734931946,0.45933768153190613
bmbbkwmxqj,0.5488555780772505,0.5770478248596191,0.5059146881103516
bmehkyanbj,0.476567501326402,0.5790756940841675,0.35238179564476013
bmhvktyiwp,0.5364941443715777,0.5674946904182434,0.521527886390686
bmioepcpsx,0.5503211518128713,0.6115444898605347,0.5105267763137817
bmjmjmbglm,0.48035192042589187,0.5181739330291748,0.43180355429649353
bmjzrlszhi,0.5567647139231364,0.6129141449928284,0.5210065245628357
bnbuonyoje,0.5655426134665807,0.6119118928909302,0.49033471941947937
bndybcqhfr,0.4946206857760747,0.5550812482833862,0.4299916625022888
bnjcdrfuov,0.49358501881361005,0.5362758040428162,0.4601180851459503
bntlodcfeg,0.5807664460606046,0.6076206564903259,0.5529534816741943
bofqajtwve,0.4999346435070038,0.4999346435070038,0.4999346435070038
boovltmuwi,0.6011119147141775,0.6503140926361084,0.5520390272140503
bopqhhalml,0.5394448777039845,0.5791304707527161,0.5052328109741211
bourlmzsio,0.5414707263310751,0.6163022518157959,0.5074394345283508
bpapbctoao,0.480254432062308,0.5163455605506897,0.43813198804855347
bpwzipqtxf,0.5941057016452154,0.6466021537780762,0.5509085059165955
bpxckdzddv,0.5118096595009168,0.5432716012001038,0.481195330619812
bqdjzqhcft,0.5762704070657492,0.6015322804450989,0.5533419847488403
bqeiblbxtl,0.5635639905929566,0.6115996837615967,0.5087156295776367
bqhtpqmmqp,0.5306223288178444,0.616802990436554,0.4458532929420471
bqkdbcqjvb,0.48835414241660724,0.5239683389663696,0.43543994426727295
bqnymlsayl,0.6034235546986262,0.6515161991119385,0.5635321140289307
bqqpbzjgup,0.52148923377196,0.5640279054641724,0.48869869112968445
bqtuuwzdtr,0.5597345948219299,0.6052840948104858,0.5108144283294678
brhalypwoo,0.0,0.0,0.0
brvqtabyxj,0.5233159583547841,0.5482699871063232,0.4996594190597534
brwrlczjvi,0.5164992675185204,0.5492948293685913,0.49026843905448914
bseamdrpbj,0.5355470875898997,0.5918286442756653,0.5048878788948059
bsfmwclnqy,0.5352443854014078,0.5684086680412292,0.49134066700935364
bsqgziaylx,0.5115971391399702,0.5378542542457581,0.4832760691642761
btiysiskpf,0.5049271032214164,0.5455273389816284,0.4685823917388916
btjlfpzbdu,0.5299515311916669,0.576784074306488,0.4603424668312073
btjwbtsgln,0.5000810762246449,0.5523284077644348,0.46473196148872375
btmsngnqhv,0.5315676535048136,0.5626184940338135,0.5099079608917236
btohlidmru,0.5547157088915508,0.5851232409477234,0.507039487361908
btugrnoton,0.573313303788503,0.6018306612968445,0.5353708863258362
btunxncpjh,0.5578243643045425,0.6023156642913818,0.5058565735816956
btxlttbpkj,0.5907455950975418,0.6260789036750793,0.5554326176643372
bulkxhhknf,0.561511367559433,0.5812327265739441,0.5394442081451416
bvgwelbeof,0.480913981795311,0.5219712853431702,0.42644596099853516
bvzjkezkms,0.4794098938504855,0.5491817593574524,0.35496217012405396
bweezhfpzp,0.527821746468544,0.5620578527450562,0.5008965730667114
bwhlgysghg,0.5570551723241806,0.5802147388458252,0.5227251648902893
bwipwzzxxu,0.6057981898387274,0.647254467010498,0.5563925504684448
bwuwstvsbw,0.5290388675297008,0.5614454746246338,0.5121804475784302
bxzakyopjf,0.5515161156654358,0.5515161156654358,0.5515161156654358
bydaidkpdp,0.5726934492588043,0.5975230932235718,0.5392919182777405
byfenovjnf,0.5503437280654907,0.5931746959686279,0.5153513550758362
byijojkdba,0.5667105307181676,0.6122865676879883,0.5278083086013794
byofowlkki,0.5163846890131633,0.6011082530021667,0.4257607161998749
byqzyxifza,0.5655032396316528,0.5655032396316528,0.5655032396316528
byunigvnay,0.5415445307890574,0.5709734559059143,0.515206515789032
byyqectxqa,0.5358647455771764,0.5969651937484741,0.510518491268158
bzmdrafeex,0.4928407818078995,0.5237752199172974,0.4581161439418793
bzythlfnhq,0.5458909144004186,0.5627825260162354,0.532031238079071
caifxvsozs,0.5259987056255341,0.5532362461090088,0.49672722816467285
caqbrkogkb,0.5630109121402105,0.5843255519866943,0.527168869972229
cbbibzcoih,0.5496158591088127,0.6414639949798584,0.46801021695137024
cbltdtxglo,0.5301554759343465,0.5588154792785645,0.5064783096313477
ccfoszqabv,0.4778381889065107,0.520389974117279,0.4457279145717621
ccmonzqfrz,0.5084211235245069,0.5634329915046692,0.46161574125289917
cdaxixbosp,0.6089640527963638,0.6365541219711304,0.5922755599021912
cdbsbdymzd,0.49711109002431236,0.5342134833335876,0.4578361511230469
cdphtzqrvp,0.5644538708635278,0.6312350630760193,0.5030971765518188
cdyakrxkia,0.48815854638814926,0.5288625359535217,0.4449298083782196
cepxysienc,0.554588508605957,0.5944690108299255,0.5323225259780884
cettndmvzl,0.564245922697915,0.6303689479827881,0.5027791857719421
ceymbecxnj,0.572020607193311,0.6170043349266052,0.535367488861084
cferslmfwh,0.5391415526469548,0.5815023183822632,0.4890766441822052
cffffbcywc,0.5290280918280283,0.579998791217804,0.47618934512138367
cfxkpiweqt,0.5023428002993265,0.5784000754356384,0.43807440996170044
cfyduhpbps,0.4929659366607666,0.522799015045166,0.46257418394088745
cglxirfaey,0.531065034866333,0.5515829920768738,0.5103138089179993
cgvrgibpfo,0.49330757508675255,0.5418749451637268,0.45838841795921326
chtapglbcj,0.539177771906058,0.6192914247512817,0.43311387300491333
chviwxsfhg,0.5600523680448533,0.5984209775924683,0.511909008026123
chzieimrwu,0.554247567653656,0.5800365209579468,0.5052701830863953
ciyoudyhly,0.5799306948979696,0.6380905508995056,0.54900723695755
cizlkenljw,0.5186216255029042,0.5464690923690796,0.4897218346595764
ckbdwedgmc,0.5179266934593518,0.558236837387085,0.46407845616340637
ckjaibzfxa,0.5404375056425731,0.58210289478302,0.5036090612411499
ckkuyewywx,0.5078757872184118,0.5286783576011658,0.48353198170661926
cknyxaqouy,0.6052222748597463,0.6386167407035828,0.5586341619491577
cksanfsjhc,0.5653758366902669,0.589561939239502,0.5375906229019165
clihsshdkq,0.5359050979216894,0.5743517875671387,0.49343910813331604
clrycekyst,0.5368303815523784,0.5712111592292786,0.4921697974205017
cmbzllswnl,0.5498490517338117,0.6016414165496826,0.47631195187568665
cmxcfkrjiv,0.5281654521822929,0.5823593735694885,0.4796898663043976
cnilkgvfei,0.5641393810510635,0.5979318022727966,0.5284503102302551
coadfnerlk,0.6065031011899312,0.6381754279136658,0.5569422245025635
cobjrlugvp,0.4942025209466616,0.5472136735916138,0.4494658410549164
covdcysmbi,0.4988306437929471,0.5354363918304443,0.4627554416656494
cpjxareypw,0.49640108495950697,0.5441828370094299,0.45851144194602966
cppdvdejkc,0.5409802267948787,0.5640379190444946,0.5182114243507385
cprhtltsjp,0.5362599035104115,0.5956883430480957,0.4690209627151489
cqfugiqupm,0.4674278145035108,0.4892699718475342,0.4470762610435486
cqhngvpgyi,0.5697314510742824,0.6398822665214539,0.5034645795822144
cqrskwiqng,0.5043791557351748,0.5742974877357483,0.46014082431793213
crezycjqyk,0.5356138532360395,0.5619017481803894,0.49897411465644836
crktehraph,0.539290526509285,0.562516450881958,0.5115519762039185
crzfebnfgb,0.5978418052196502,0.6706398725509644,0.5104867815971375
cthdnahrkh,0.5403488179047903,0.5777812004089355,0.5106499195098877
ctpqeykqdp,0.5605447729428609,0.6194568276405334,0.4929524064064026
cttqtsjvgn,0.5614919503529866,0.6848754286766052,0.4884071350097656
ctzmavwror,0.5254244104027748,0.5570134520530701,0.49871811270713806
curpwogllm,0.5281849642594655,0.5975878834724426,0.42617854475975037
cuzrgrbvil,0.55665469566981,0.6534771919250488,0.49294513463974
cvaksbpssm,0.5603085696697235,0.6208528280258179,0.5023102760314941
cwbacdwrzo,0.5583641131718954,0.5825836658477783,0.5280138850212097
cwqlvzefpg,0.4826663692792257,0.5208425521850586,0.44429484009742737
cwrtyzndpx,0.5664805601040522,0.6031163334846497,0.5274804830551147
cwsbspfzck,0.5646330624818802,0.6048479080200195,0.5345205664634705
cwwandrkus,0.5661293148994446,0.61113440990448,0.5240486860275269
cxfujlvsuw,0.5205194974939028,0.5565188527107239,0.49106550216674805
cxrfacemmq,0.5590842018524805,0.5905729532241821,0.5093450546264648
cxttmymlbn,0.5641082108020783,0.5801767706871033,0.5448483824729919
cyboodqqyr,0.484904250005881,0.5208125114440918,0.4384324550628662
cycacemkmt,0.49812422196070355,0.5161657929420471,0.4801258146762848
cyclgfjdrv,0.4801532566547394,0.5250673890113831,0.4442608952522278
cyxlcuyznd,0.5459179659684499,0.5815481543540955,0.5031805038452148
czfunozvwp,0.5442184422697339,0.594092607498169,0.48930782079696655
czkdanyadc,0.536474534869194,0.6190588474273682,0.4525662660598755
czmqpxrqoh,0.48469580213228863,0.5457026362419128,0.441907674074173
dafhtipaml,0.5360082467397054,0.565214216709137,0.5121156573295593
dakiztgtnw,0.558171804745992,0.5876333117485046,0.5216031074523926
dakqwktlbi,0.48034815887610116,0.5181237459182739,0.43015041947364807
dbhoxkblzx,0.5331166009108226,0.5617882013320923,0.5072678327560425
dbhrpizyeq,0.5423282752434413,0.579962968826294,0.5034338235855103
dbnygxtwek,0.5066227421164513,0.529099702835083,0.4834716320037842
dboxtiehng,0.5632188320159912,0.5981221199035645,0.5268580913543701
dbtbbhakdv,0.5136030465364456,0.5441705584526062,0.4663417935371399
dbzcqmxzaj,0.5767849326133728,0.6087931990623474,0.5319315195083618
dbzpcjntve,0.49418550233046216,0.5247597098350525,0.46697381138801575
dcamvmuors,0.5568710366884867,0.599313497543335,0.5303372740745544
dcuiiorugd,0.530330898364385,0.6178261637687683,0.46685826778411865
ddepeddixj,0.5494611422220866,0.5847697854042053,0.5113629698753357
ddhfabwpuz,0.5466156537334125,0.5728816986083984,0.49580326676368713
ddjggcasdw,0.5331926917036375,0.5706260800361633,0.4989398121833801
ddpvuimigj,0.5334563662608465,0.5486536622047424,0.5196554064750671
ddqccgmtka,0.5276231457080159,0.5640914440155029,0.4699508249759674
degpbqvcay,0.47871900151173274,0.5820264220237732,0.38585564494132996
deywhkarol,0.4762672449151675,0.5447409749031067,0.42357075214385986
deyyistcrd,0.5356442540884018,0.5620983839035034,0.505817711353302
dfbpceeaox,0.5805218279361725,0.6143908500671387,0.5398056507110596
dgmevclvzy,0.5370252256592115,0.5779843330383301,0.49350181221961975
dgxrqjdomn,0.47582090359467727,0.5184387564659119,0.4275665879249573
dgzklxjmix,0.531572487950325,0.5919840335845947,0.48898470401763916
dhcndnuwta,0.5616951763629914,0.598615288734436,0.5169048309326172
dhcselezer,0.5263006374239921,0.5606436133384705,0.497700572013855
dhevettufk,0.5393130262692769,0.5723825693130493,0.5117839574813843
dhjmzhrcav,0.5941653077801069,0.6165422201156616,0.5607026219367981
dhkwmjxwrn,0.5324115723371505,0.5932640433311462,0.4810192883014679
dhoqofwoxa,0.48532502402861916,0.5333980321884155,0.44347912073135376
dhxctgyoqj,0.5913058261076609,0.6344730257987976,0.5447147488594055
diomeixhrg,0.5241959045330683,0.5656738877296448,0.4751873016357422
diopzaywor,0.5520276774962743,0.6362764835357666,0.46038347482681274
diqraixiov,0.4708969329794248,0.5209656357765198,0.4055497348308563
diuzrpqjli,0.5671602716048558,0.6142256855964661,0.5080084204673767
djvtbgwdcc,0.0,0.0,0.0
djvutyvaio,0.4847994347413381,0.5306676030158997,0.45168060064315796
djxdyjopjd,0.5231663246949514,0.5633686184883118,0.47832074761390686
dkdwxmtpuo,0.4829202880462011,0.5301993489265442,0.44270893931388855
dkhlttuvmx,0.4778484761714935,0.5094351172447205,0.45168644189834595
dkrvorliqc,0.5429986655712128,0.6354731917381287,0.44612494111061096
dkuayagnmc,0.5482487970342239,0.615592896938324,0.4771014451980591
dkwjwbwgey,0.48357406407594683,0.5067393779754639,0.4670543372631073
dkzvdrzcnr,0.5719268866207289,0.5887470841407776,0.555281400680542
dlpoieqvfb,0.5581603387991587,0.5947069525718689,0.5080568790435791
dlrsbscitn,0.5275225937366486,0.5744597911834717,0.47536659240722656
dnexlwbcxq,0.5397757252057394,0.5841217637062073,0.504226565361023
dnhvalzvrt,0.5957196643858245,0.6276618838310242,0.5711997151374817
dntkzzzcdh,0.0,0.0,0.0
dnyvfblxpm,0.5497925599416097,0.573651909828186,0.518006443977356
doanjploai,0.5686881721019745,0.6148586869239807,0.5262901186943054
dofusvhnib,0.49274002959330876,0.5508321523666382,0.43820276856422424
dozyddhild,0.5551057875156402,0.5966044068336487,0.5243223309516907
dptbnjnkdg,0.578035353620847,0.6124213337898254,0.5383879542350769
dptrzdvwpg,0.5539920926094055,0.567173182964325,0.5408110022544861
dqnyszdong,0.48212130467096964,0.5168726444244385,0.4444601237773895
dqppxmoqdl,0.5247708931565285,0.5676625967025757,0.4853591322898865
dqqtjcryjv,0.45681971311569214,0.46896597743034363,0.44467344880104065
dqswpjoepo,0.6122748573621114,0.640274167060852,0.5735446810722351
dqzreruvje,0.47131065676609674,0.507213830947876,0.4252076745033264
drcyabprvt,0.5321355819702148,0.5777493715286255,0.4856681823730469
drgjzlxzxj,0.5764139189439661,0.6131648421287537,0.5315802693367004
drsakwyvqv,0.49952511141697564,0.5355467796325684,0.47285225987434387
drtbksnpol,0.553366546537362,0.6091011762619019,0.5173938274383545
dsdoseflas,0.5328093965848287,0.5420447587966919,0.5241926908493042
dsgpbgsrdm,0.5142228446073003,0.540947437286377,0.4975617229938507
dsjbknkujw,0.6248922348022461,0.6248922348022461,0.6248922348022461
dsndhujjjb,0.513968845208486,0.5424641370773315,0.47457727789878845
dtbpmdqvao,0.5685875137646993,0.6127784848213196,0.5336674451828003
dtocdfbwca,0.560574746131897,0.5901948809623718,0.5178738832473755
dubiroskqn,0.5100284054875374,0.5713003277778625,0.45199233293533325
dulanfulol,0.5537447048270184,0.5733900666236877,0.5311074256896973
duvyaxbzvp,0.541831599040465,0.6265168786048889,0.46032336354255676
duycddgtrl,0.4704420566558838,0.4704420566558838,0.4704420566558838
duzuusuajr,0.541717895368735,0.6230244636535645,0.38255321979522705
dvakowbgbt,0.5622795512278874,0.6001890301704407,0.530611515045166
dvumqqhoac,0.5561767896016439,0.5776835083961487,0.5177484154701233
dwediigjit,0.5178532769282659,0.558354377746582,0.4787135422229767
dxbqjxrhin,0.545467002193133,0.5867958664894104,0.5056354999542236
dxuliowugt,0.5180981457233429,0.5559771060943604,0.47532764077186584
dxuplhwvig,0.4663368125756582,0.5130380988121033,0.4216498136520386
dzieklokdr,0.5335934862494469,0.6139014363288879,0.4790751039981842
dzqwgqewhu,0.5138655848362866,0.5287144184112549,0.49088895320892334
dzvyfiarrq,0.556570894519488,0.6283645033836365,0.5175361037254333
dzwkmcwkwl,0.52836884111166,0.5722284913063049,0.4709758758544922
dzyuwjkjui,0.5497028032938639,0.6013993620872498,0.5140621066093445
eahlqmfvtj,0.5554351647694905,0.5762226581573486,0.5386824607849121
eajlrktemq,0.5042010525862376,0.5573156476020813,0.42018842697143555
ebchwmwayp,0.5335545629262924,0.5919620394706726,0.4795086979866028
ebebgmtlcu,0.5316735963026683,0.5715253949165344,0.480523943901062
ebeknhudxq,0.477380012969176,0.5066608190536499,0.4491342306137085
ebkzwjgjhq,0.5752180099487305,0.6120350956916809,0.5297025442123413
ebywfrmhtd,0.4816452254851659,0.5300542116165161,0.449858695268631
eckvhdusax,0.5478708873192469,0.5793398022651672,0.5167390704154968
ecnihjlfyt,0.5565736825267474,0.614901065826416,0.47989943623542786
ecujsjhscd,0.44547372474903013,0.5004857778549194,0.4051803946495056
ecuvtoltue,0.5000253881017367,0.5390185713768005,0.4390530586242676
ecwaxgutkc,0.5906179269154866,0.6450722813606262,0.5558832883834839
eczrseixwq,0.5471420417229335,0.5896168351173401,0.490234911441803
edyncaijwx,0.555144860347112,0.5849525332450867,0.5193439722061157
eebrkicpry,0.5824855943520864,0.6240925788879395,0.535921573638916
eebserckhh,0.538686491549015,0.5610568523406982,0.5222160816192627
eejswgycjc,0.5442425688107808,0.5826199650764465,0.5114004611968994
eekozbeafq,0.5281439443429311,0.5765424370765686,0.471019983291626
eepezmygaq,0.5475305298964183,0.5870971083641052,0.5026022791862488
eeyhxisdfh,0.5540011088053386,0.5796017050743103,0.5325895547866821
efdyrflcpg,0.48485139571130276,0.5166454315185547,0.44680145382881165
efwfxwwlbw,0.5079731399814288,0.5710614919662476,0.46779218316078186
egbbcxcuqy,0.5637561768293381,0.6018048524856567,0.5280144214630127
eggbjzxnmg,0.5500386342406273,0.5991818904876709,0.493047297000885
egghxjjmfg,0.5451679994662603,0.6491613388061523,0.46627724170684814
ehbnclaukr,0.5506195515394211,0.5895253419876099,0.5119072794914246
ehccixxzoe,0.533426343401273,0.5958843231201172,0.4876129925251007
ehdkmxgtxh,0.48297929217418034,0.5267826914787292,0.4324018955230713
ehevsxtecd,0.5923776735862096,0.6191017031669617,0.5771722197532654
ehfiekigla,0.6014976054430008,0.6259872317314148,0.579718828201294
ehieahnhte,0.6101197262605031,0.6408117413520813,0.5791646242141724
ehtdtkmmli,0.5534738784035047,0.6201465725898743,0.46052056550979614
eiriyukqqy,0.5676870991786321,0.6010395288467407,0.5333252549171448
eivxffliio,0.5127593979239464,0.5592739582061768,0.4638274312019348
eiwopxzjfn,0.5544606735308965,0.6090098023414612,0.5043837428092957
eixwxvxbbn,0.5424886892239252,0.5775048732757568,0.5035360455513
ejkqesyvam,0.5707105560736223,0.5882911682128906,0.5411900281906128
ekcrtigpab,0.4782801980773608,0.5626744031906128,0.3738923966884613
ekhacizpah,0.5440026904145877,0.6492949724197388,0.47449326515197754
ekkdjkirzq,0.5756771236658096,0.6240015029907227,0.4858870208263397
elginszwtk,0.5538309534390767,0.584579348564148,0.512316882610321
ellavthztb,0.48936324516932167,0.5260715484619141,0.43566885590553284
elvvackpjh,0.5461721738179525,0.5785549283027649,0.5119840502738953
emaalmsonj,0.5421808833877245,0.5799907445907593,0.5204041600227356
emfbhytfhc,0.5214807815021939,0.5620898604393005,0.4827445149421692
emgjphonqb,0.5752797583738963,0.6385555863380432,0.514838457107544
ensyyivobf,0.5086563388506572,0.5270965695381165,0.48418134450912476
eoewqcpbgt,0.48329337189594906,0.5332133173942566,0.447164386510849
eprybmbpba,0.5516001979509989,0.5612915754318237,0.5392805337905884
epymyyiblu,0.5320900132258733,0.5722037553787231,0.4825662076473236
eqjscdagiv,0.49729742109775543,0.5018255114555359,0.492769330739975
eqnoqyfquo,0.5226626435915629,0.5814563632011414,0.4782376289367676
eqvuznuwsa,0.5527115444342295,0.6022304892539978,0.47904616594314575
erlvuvjsjf,0.4959886589875588,0.5839410424232483,0.44126659631729126
erqgqacbqe,0.5463177581628164,0.5665124654769897,0.5141523480415344
errocgcham,0.4874329760670662,0.5190668106079102,0.4535062909126282
esckbnkkvb,0.5581081822514534,0.6132845878601074,0.4977909028530121
esgftaficx,0.5485873806710336,0.5780947804450989,0.5126249194145203
esnntzzajv,0.5501929928859075,0.5809553265571594,0.5126623511314392
esxrvsgpvb,0.47849832822879157,0.5008771419525146,0.4527360498905182
esyhwdfnxs,0.4814630145827929,0.5135828852653503,0.4250921308994293
esyrimvzsa,0.5373851398626963,0.5738542079925537,0.5014016628265381
etdcqxabww,0.5354528307914734,0.5429561734199524,0.5250568985939026
